Bucket	WT	ilvG
7,695	0,00082101	0,00048164
7,665	0,00111808	0,00065652
7,635	0,00100116	0,00086949
7,605	0,00100107	0,00075108
7,575	0,00073898	0,00059437
7,545	0,00303808	0,00788068
7,515	0,00088435	0,00070833
7,485	0,00081879	0,00056862
7,455	0,00050865	0,00071176
7,425	0,00120572	0,00082926
7,395	0,0008829	0,0006299
7,365	0,00120016	0,00172764
7,335	0,00104172	0,00077378
7,305	0,00118745	0,00083417
7,275	0,0011387	0,00099119
7,245	0,00077698	0,00055613
7,215	0,00062051	0,0005317
7,185	0,00047902	0,00049032
7,155	0,00059171	0,00035619
7,125	0,0009879	0,00056418
7,095	0,00076883	0,00059198
7,065	0,00063184	0,00060892
7,035	0,00064387	0,00047009
7,005	0,00075596	0,00043932
6,975	0,00056733	0,00032523
6,945	0,00071905	0,00041032
6,915	0,00135258	0,00160577
6,885	0,00060173	0,0005837
6,855	0,00066002	0,00051925
6,825	0,00080418	0,00054341
6,795	0,00059298	0,00049271
6,765	0,00113304	0,00123469
6,735	0,00052776	0,00026788
6,705	0,00050131	0,0002806
6,675	0,00021523	0,00018382
6,645	0,00018619	0,00020982
6,615	0,00019094	0,00018273
6,585	0,0007191	0,00044584
6,555	0,00019399	0,00020088
6,525	0,00065754	0,00018213
6,495	0,00049616	0,00040807
6,465	0,00150245	0,00086296
6,435	0,0017635	0,00094709
6,405	0,00040903	0,00042565
6,375	0,00034667	0,00018499
6,345	0,00027013	0,00015698
6,315	0,00032678	0,00017479
6,285	0,00034042	0,00022392
6,255	0,000312	0,00001661
6,225	0,00037295	0,00006188
6,195	0,02436041	0,02210526
6,165	0,00024355	0,0000365
6,135	0,00013725	0,00002842
6,105	0,00004344	0,00002532
6,075	0,00004548	0,00004941
6,045	0,00048806	0,0003076
6,015	0,00065071	0,00055161
5,985	0,00013352	0,00011473
5,955	0,00022726	0,00023135
5,925	0,00018894	0,00032168
5,895	0,00002565	0,0000065
5,865	0,00000681	0,00000668
5,835	0,00001148	0
5,805	0,00181161	0,00564784
5,775	0,00000135	0
5,745	0,00002067	0,00000477
5,715	0,00000163	0
5,685	0,00000118	0,0000074
5,655	0,000032	0,00001656
5,625	0,00000034	0,0000479
5,595	0,00001299	0,00000063
5,565	0,00044732	0,00023569
5,535	0,00081903	0,00039329
5,505	0,00061804	0,00018955
5,475	0,00047482	0,00031466
5,445	0,0116446	0,00739676
5,415	0,0005966	0,00034318
5,385	0,00067672	0,00059047
5,355	0,00029864	0,00012384
5,325	0,00045444	0,00031564
5,295	0,00072945	0,00043199
5,265	0,00034473	0,00050255
5,235	0,00362268	0,00068713
5,205	0,00104532	0,00037929
5,175	0,00056182	0,00100576
5,145	0,00078578	0,00052957
5,115	0,00061277	0,0008323
5,085	0	0
5,055	0	0
5,025	0	0
4,995	0	0
4,965	0	0
4,935	0	0
4,905	0	0
4,875	0	0
4,845	0	0
4,815	0	0
4,785	0	0
4,755	0	0
4,725	0	0
4,695	0,00011301	0,00019
4,665	0,00006556	0,00032664
4,635	0,00001718	0,00246974
4,605	0,00073572	0,00039755
4,575	0,00063484	0,00025156
4,545	0,00017905	0,00000792
4,515	0,00036603	0,0001653
4,485	0,00003391	0,00007138
4,455	0,00013748	0,00011363
4,425	0,00009168	0,00001332
4,395	0,00547642	0,00558949
4,365	0,00011907	0,00015062
4,335	0,00017235	0,00011637
4,305	0,00006394	0,00008787
4,275	0,00073297	0,00024711
4,245	0,0066934	0,00548141
4,215	0,00240118	0,00220447
4,185	0,00070076	0,00061893
4,155	0,00154163	0,00213796
4,125	0,00480146	0,00581584
4,095	0,00106968	0,00109713
4,065	0,00038437	0,00042246
4,035	0,00263113	0,00317968
4,005	0,00106035	0,00157057
3,975	0,00104834	0,00158426
3,945	0,00217568	0,0013007
3,915	0,00225658	0,00194917
3,885	0,02378964	0,02410783
3,855	0,00715518	0,00564705
3,825	0,00427493	0,00359529
3,795	0,01487716	0,00391025
3,765	0,00482147	0,00631652
3,735	0,00448384	0,00527904
3,705	0,00266867	0,00266245
3,675	0,06981801	0,08130751
3,645	0,01983628	0,02304167
3,615	0,00133975	0,00190722
3,585	0,00329865	0,00308858
3,555	0,00300877	0,00281232
3,525	0,00235215	0,00210891
3,495	0,0016392	0,00120187
3,465	0,00123488	0,00128555
3,435	0,00338669	0,00394037
3,405	0,00562046	0,00513153
3,375	0,0937873	0,16873228
3,345	0,00491797	0,0070389
3,315	0,0004991	0,00007883
3,285	0,000988	0,00104416
3,255	0,00064594	0,00045945
3,225	0,00045811	0,00059025
3,195	0,01583271	0,01662772
3,165	0,00486819	0,00506268
3,135	0,00214169	0,00259297
3,105	0,00012084	0,0000458
3,075	0,00016968	0,00002668
3,045	0,0000964	0,00003022
3,015	0,00265466	0,00246718
2,985	0,00295244	0,00330928
2,955	0,00008018	0,00007044
2,925	0,00021834	0,00000269
2,895	0,00638211	0,00630124
2,865	0,00109323	0,00128613
2,835	0,00029094	0,00005795
2,805	0,00344645	0,00358204
2,775	0,00196817	0,00226315
2,745	0,00027107	0,00031527
2,715	0,00561166	0,00530962
2,685	0,01260383	0,01200193
2,655	0,00314741	0,00288345
2,625	0,00034325	0,00038783
2,595	0,00116253	0,00155982
2,565	0,03534935	0,03611526
2,535	0,00152293	0,00226676
2,505	0,03981761	0,04001288
2,475	0,00908682	0,00842377
2,445	0,00656197	0,00590439
2,415	0,00125564	0,00111369
2,385	0,00042427	0,00029974
2,355	0,00073938	0,00054887
2,325	0,0007752	0,00064071
2,295	0,00232811	0,00203815
2,265	0,00084846	0,00137837
2,235	0,00348186	0,00362556
2,205	0,00422698	0,00098773
2,175	0,00728302	0,0036885
2,145	0,00358842	0,00422533
2,115	0,00234346	0,00173912
2,085	0,00285064	0,00353992
2,055	0,00513498	0,00702407
2,025	0,02637821	0,02433989
1,995	0,00447142	0,00283115
1,965	0,00036041	0,00033248
1,935	0,45914302	0,00248314
1,905	0,00819712	0,0006983
1,875	0,00310305	0,003394
1,845	0,00359202	0,00084202
1,815	0,00036073	0,00016893
1,785	0,00096784	0,00029302
1,755	0,00072217	0,00020985
1,725	0,00032081	0,00020185
1,695	0,00037552	0,00025633
1,665	0,00056784	0,0002833
1,635	0,00198612	0,00083892
1,605	0,00161996	0,00044556
1,575	0,00076226	0,00098552
1,545	0,00191993	0,00186877
1,515	0,00136042	0,00027251
1,485	0,0007611	0,00043954
1,455	0,00188017	0,00117014
1,425	0,0004253	0,00041789
1,395	0,00173052	0,0016061
1,365	0,00101066	0,00087223
1,335	0,00129105	0,00181174
1,305	0,00084993	0,00096079
1,275	0,00059109	0,00133786
1,245	0,03755823	0,0032999
1,215	0,03841161	0,00439879
1,185	0,13260529	0,15639423
1,155	0,00670035	0,00072862
1,125	0,00057329	0,00036331
1,095	0,00102359	0,00079376
1,065	0,0116395	0,00068479
1,035	0,00072907	0,00021133
1,005	0,00078956	0,00095578
0,975	0,00085657	0,00082657
0,945	0,00410212	0,00222329
0,915	0,00947975	0,00449487
0,885	0,0062394	0,0049962
0,855	0,00167496	0,00135294
0,825	0,00016892	0,00009815
0,795	0,00029732	0,00007082
0,765	0,00028999	0,00004448
0,735	0,00137959	0,00134389
0,705	0,00018817	0,00006521
0,675	0,00018724	0,00005968
0,645	0,00008155	0,00004634
0,615	0,00019712	0,00006114
0,585	0,00028105	0,00019366
0,555	0,00011636	0,0000893
0,525	0,00018842	0,00001694
0,495	0,00011936	0,0000936
0,465	0,00022546	0,00002058
0,435	0,00015796	0,00011798
0,405	0,00008549	0,00005354
8,985	0,00035591	0,00041091
8,955	0,00042535	0,00041208
8,925	0,00023014	0,00043193
8,895	0,00052915	0,0001981
8,865	0,00029302	0,00026331
8,835	0,00038862	0,00046313
8,805	0,00041011	0,00038482
8,775	0,00036269	0,00036946
8,745	0,0003082	0,0003896
8,715	0,00043635	0,00023687
8,685	0,00026495	0,00042112
8,655	0,00045526	0,00053113
8,625	0,00048407	0,00034043
8,595	0,00028513	0,00071434
8,565	0,00080038	0,00067277
8,535	0,00042653	0,00044807
8,505	0,00039685	0,0002883
8,475	0,00088859	0,00035017
8,445	0,07100888	0,0738834
8,415	0,00092661	0,0010361
8,385	0,00056684	0,00114085
8,355	0,00095058	0,00108129
8,325	0,00121747	0,00086287
8,295	0,00135279	0,00055118
8,265	0,00103238	0,0011002
8,235	0,00090142	0,00052216
8,205	0,00151206	0,00069453
8,175	0,00135582	0,00122778
8,145	0,00152927	0,00155659
8,115	0,00157905	0,00162821
8,085	0,0056955	0,00605352
8,055	0,01198491	0,01182266
8,025	0,00112224	0,00137109
7,995	0,00085497	0,00104469
7,965	0,00133182	0,00111811
7,935	0,00081595	0,00058825
7,905	0,0007511	0,00084551
7,875	0,00064962	0,00081964
7,845	0,00078051	0,00078978
7,815	0,00114622	0,00077051
7,785	0,00107084	0,00115501
7,755	0,00056002	0,00065095
7,725	0,00100106	0,0007093
7,695	0,00066139	0,00073822
7,665	0,00089179	0,00067045
7,635	0,00080069	0,00094263
7,605	0,00091172	0,00121086
7,575	0,00056706	0,00075857
7,545	0,0024395	0,00609994
7,515	0,00048123	0,00069723
7,485	0,00093268	0,00084799
7,455	0,00083842	0,00089281
7,425	0,00077243	0,00076691
7,395	0,00063504	0,00124112
7,365	0,00104975	0,00157036
7,335	0,00063989	0,00112131
7,305	0,00052275	0,00132288
7,275	0,00083185	0,00102569
7,245	0,00070186	0,00062482
7,215	0,00071511	0,00077149
7,185	0,00063191	0,00076245
7,155	0,0008616	0,00051527
7,125	0,0009345	0,00071156
7,095	0,00068245	0,00049315
7,065	0,0004896	0,00078464
7,035	0,00049058	0,00058658
7,005	0,00028143	0,0006395
6,975	0,00077651	0,0004975
6,945	0,00043312	0,00077786
6,915	0,00120302	0,00145682
6,885	0,00039653	0,00074243
6,855	0,00030562	0,00104458
6,825	0,00063044	0,00078147
6,795	0,00079358	0,00074782
6,765	0,00062281	0,00086963
6,735	0,00029718	0,00039485
6,705	0,00033984	0,00022995
6,675	0,00043457	0,00033605
6,645	0,00033613	0,00020995
6,615	0,0003172	0,00028274
6,585	0,00042319	0,00053435
6,555	0,00010286	0,00032585
6,525	0,00039518	0,00015586
6,495	0,00036921	0,00032198
6,465	0,00151491	0,00092956
6,435	0,00221919	0,00088612
6,405	0,00041104	0,00042816
6,375	0,00038685	0,00046936
6,345	0,00019223	0,00021389
6,315	0,00054327	0,00007996
6,285	0,00011983	0,00008548
6,255	0,00029697	0,00012928
6,225	0,00031329	0,00021983
6,195	0,02741488	0,02197099
6,165	0,00012027	0,00017628
6,135	0,00007194	0,00008043
6,105	0,00004309	0,0000162
6,075	0,0000716	0,00017269
6,045	0,00013921	0,00021624
6,015	0,0004275	0,00065791
5,985	0,00032954	0,00007518
5,955	0,00040008	0,00059646
5,925	0,00011756	0,00041398
5,895	0,0000323	0,0000699
5,865	0,00001722	0,00003211
5,835	0,0001603	0,00008127
5,805	0,00143063	0,00443134
5,775	0,00007595	0,00000794
5,745	0,00002879	0
5,715	0,00001127	0,00000682
5,685	0,00007029	0,00006278
5,655	0,00036247	0,00004065
5,625	0,00035891	0,00003417
5,595	0,00007172	0,00001047
5,565	0,00024587	0,00023907
5,535	0,00029219	0,00057391
5,505	0,00035969	0,00011659
5,475	0,00013166	0,00036776
5,445	0,01039522	0,00913836
5,415	0,00037173	0,00029697
5,385	0,00117569	0,00065792
5,355	0,00034284	0,00081279
5,325	0,00057545	0,00163548
5,295	0,00062185	0,00054892
5,265	0,00058408	0,00060939
5,235	0,00175466	0,00127531
5,205	0,00062417	0,00031549
5,175	0,00034273	0,00105953
5,145	0,0007306	0,00062001
5,115	0,00097148	0,00059099
5,085	0	0
5,055	0	0
5,025	0	0
4,995	0	0
4,965	0	0
4,935	0	0
4,905	0	0
4,875	0	0
4,845	0	0
4,815	0	0
4,785	0	0
4,755	0	0
4,725	0	0
4,695	0,00034291	0,00017987
4,665	0,00160598	0,00038834
4,635	0,00344887	0,00031495
4,605	0,00042476	0,00048802
4,575	0,00022443	0,00044963
4,545	0,00002607	0,00014477
4,515	0,0000916	0,00032131
4,485	0	0,00001465
4,455	0,00003476	0,00012377
4,425	0	0,00004547
4,395	0,0043583	0,00492559
4,365	0,00001025	0,00009381
4,335	0,00010266	0,00010686
4,305	0,00002671	0,00005659
4,275	0,00039421	0,00033058
4,245	0,00685606	0,00550607
4,215	0,00264294	0,00232232
4,185	0,00037888	0,00060673
4,155	0,0017266	0,00222243
4,125	0,00472993	0,00627777
4,095	0,00084734	0,00083453
4,065	0,00020115	0,00079042
4,035	0,00266009	0,00360797
4,005	0,00094295	0,00108149
3,975	0,00069193	0,00142453
3,945	0,00103042	0,0013452
3,915	0,00129791	0,00198903
3,885	0,02315944	0,02310923
3,855	0,00646075	0,00570218
3,825	0,00424854	0,00327097
3,795	0,01422468	0,00415758
3,765	0,0048759	0,00708549
3,735	0,00397912	0,00482793
3,705	0,00202254	0,00288867
3,675	0,06752202	0,08423073
3,645	0,01948847	0,02414356
3,615	0,00139345	0,00120692
3,585	0,00272853	0,00307811
3,555	0,00226444	0,00228522
3,525	0,00125865	0,0020021
3,495	0,00120243	0,00091596
3,465	0,0013911	0,00156715
3,435	0,00337704	0,00364811
3,405	0,0049397	0,0049046
3,375	0,16824212	0,13422687
3,345	0,00624732	0,00682866
3,315	0,00014465	0,0001258
3,285	0,00107905	0,00080641
3,255	0,00036515	0,00046211
3,225	0,00054525	0,00021009
3,195	0,01660759	0,01608231
3,165	0,00491006	0,004536
3,135	0,00148698	0,00340479
3,105	0,00034776	0,00029372
3,075	0,00011812	0,00008755
3,045	0,00023512	0,00019683
3,015	0,00281127	0,00320925
2,985	0,00352635	0,00369913
2,955	0,00004695	0,00004006
2,925	0,00010736	0,00017213
2,895	0,00607465	0,00598634
2,865	0,00080382	0,00111178
2,835	0,00025619	0,0002482
2,805	0,00389128	0,00383273
2,775	0,00249154	0,00259406
2,745	0,00073291	0,00030255
2,715	0,00562057	0,00520206
2,685	0,01335548	0,01110276
2,655	0,00388264	0,00308454
2,625	0,00033204	0,0003895
2,595	0,00150552	0,00137303
2,565	0,03422849	0,03563557
2,535	0,00120583	0,00223211
2,505	0,03981524	0,03967107
2,475	0,0096734	0,00762363
2,445	0,00715991	0,00520239
2,415	0,00094444	0,00136818
2,385	0,00059837	0,00063885
2,355	0,0006003	0,0027131
2,325	0,00098476	0,00124946
2,295	0,00211935	0,0019993
2,265	0,00104891	0,0011636
2,235	0,00365859	0,00330139
2,205	0,00540743	0,00123206
2,175	0,00790346	0,00408011
2,145	0,00379807	0,00432635
2,115	0,00240168	0,00328606
2,085	0,00339693	0,00365156
2,055	0,00755484	0,00636825
2,025	0,02455335	0,02412835
1,995	0,00707385	0,00315099
1,965	0,00235473	0,0006321
1,935	0,75429231	0,02168552
1,905	0,0087719	0,00176178
1,875	0,00186869	0,00293897
1,845	0,00490485	0,00083164
1,815	0,00019253	0,00032112
1,785	0,00033818	0,00049175
1,755	0,00031515	0,00029608
1,725	0,00024774	0,00040951
1,695	0,00055468	0,00046075
1,665	0,00046899	0,00032531
1,635	0,00153791	0,00076784
1,605	0,00129477	0,00050114
1,575	0,00100234	0,00074238
1,545	0,0022708	0,00162694
1,515	0,00175669	0,00042038
1,485	0,00078606	0,00057628
1,455	0,00186187	0,0011791
1,425	0,00093976	0,00038177
1,395	0,0024266	0,00174251
1,365	0,00111628	0,00110996
1,335	0,00152067	0,00153126
1,305	0,00101784	0,00116885
1,275	0,00128784	0,00099434
1,245	0,03793824	0,00346615
1,215	0,03946674	0,00449304
1,185	0,12923917	0,16226048
1,155	0,00665994	0,00121915
1,125	0,00055509	0,0006309
1,095	0,00094164	0,00095493
1,065	0,0128078	0,00228853
1,035	0,00031346	0,00038591
1,005	0,00093999	0,00060216
0,975	0,00087179	0,00110609
0,945	0,0041938	0,00207173
0,915	0,00896753	0,00429008
0,885	0,00621287	0,00476725
0,855	0,00125014	0,00160674
0,825	0,00022407	0,00012084
0,795	0,00041919	0,00008003
0,765	0,00051279	0,00014733
0,735	0,0014525	0,0015421
0,705	0,00017252	0,00029575
0,675	0,00028541	0,0000894
0,645	0,00028921	0,00019041
0,615	0,00008614	0,0000927
0,585	0,00027946	0,00031062
0,555	0,00015925	0,00014721
0,525	0,00019108	0,00010843
0,495	0,00026929	0,00010416
0,465	0,00022142	0,00009443
0,435	0,00025005	0,00013813
0,405	0,00005867	0,00021024
8,985	0,00031821	0,00018027
8,955	0,00025749	0,00019085
8,925	0,00031411	0,000126
8,895	0,0004599	0,00016405
8,865	0,00026471	0,00013772
8,835	0,00033592	0,00033721
8,805	0,00037086	0,00015471
8,775	0,00053499	0,0001457
8,745	0,00019642	0,00009971
8,715	0,00041956	0,00020478
8,685	0,00023389	0,00030014
8,655	0,00028893	0,00015258
8,625	0,00041641	0,00010405
8,595	0,00028333	0,00012688
8,565	0,00070771	0,00048336
8,535	0,00015077	0,00014709
8,505	0,0003038	0,00004634
8,475	0,00081749	0,00000815
8,445	0,07655142	0,087331
8,415	0,00091822	0,00165345
8,385	0,00064047	0,00118568
8,355	0,00056199	0,0007884
8,325	0,00087582	0,00146047
8,295	0,00053896	0,00096877
8,265	0,00094079	0,00134939
8,235	0,00050637	0,0008265
8,205	0,00176561	0,00045033
8,175	0,00099556	0,00095068
8,145	0,00162961	0,00162682
8,115	0,00118455	0,0012908
8,085	0,00579873	0,00552842
8,055	0,01121557	0,01175792
8,025	0,00099051	0,0012454
7,995	0,00062507	0,00059401
7,965	0,00104274	0,00150902
7,935	0,00056647	0,00111376
7,905	0,00052714	0,00046116
7,875	0,00067695	0,00072545
7,845	0,00046268	0,00083936
7,815	0,00086361	0,00107501
7,785	0,00092438	0,0008512
7,755	0,00059843	0,00086601
7,725	0,00068066	0,00047382
7,695	0,00094755	0,00055364
7,665	0,00049935	0,00065942
7,635	0,00089883	0,00084503
7,605	0,00096118	0,00060316
7,575	0,00080149	0,00026878
7,545	0,00259161	0,00536094
7,515	0,00073923	0,00106141
7,485	0,00056248	0,00090662
7,455	0,00065439	0,0008434
7,425	0,00094997	0,00074374
7,395	0,0006644	0,00066419
7,365	0,0012353	0,00159629
7,335	0,00065853	0,00105745
7,305	0,00087338	0,00087138
7,275	0,00091868	0,00119683
7,245	0,00088015	0,00039667
7,215	0,00058522	0,00070392
7,185	0,000514	0,00066334
7,155	0,00090111	0,00050362
7,125	0,00062739	0,00081744
7,095	0,00064159	0,00046192
7,065	0,00053748	0,00035886
7,035	0,00049254	0,00043829
7,005	0,00052298	0,00035477
6,975	0,00031985	0,00029041
6,945	0,00049146	0,00035981
6,915	0,00082927	0,00168585
6,885	0,00079156	0,00055589
6,855	0,0006158	0,0003494
6,825	0,00063444	0,00067917
6,795	0,00075272	0,00047361
6,765	0,00092379	0,00095911
6,735	0,00045225	0,00024704
6,705	0,00044007	0,00014361
6,675	0,00026198	0,0001654
6,645	0,00021754	0,00017243
6,615	0,00037155	0,0002008
6,585	0,00036138	0,0004281
6,555	0,00039047	0,0000727
6,525	0,00028864	0,00021151
6,495	0,00031211	0,0001901
6,465	0,00131333	0,0006827
6,435	0,00224085	0,00076198
6,405	0,00051387	0,00010653
6,375	0,00031497	0,00017356
6,345	0,00044712	0,00018659
6,315	0,00012598	0,00021664
6,285	0,00019135	0,00005014
6,255	0,0000871	0,00004228
6,225	0,00036249	0,00017813
6,195	0,0274251	0,02088159
6,165	0,00019142	0,00012117
6,135	0,00018115	0,00013896
6,105	0,00017963	0,00004292
6,075	0,00011896	0,00004398
6,045	0,00021525	0,00041678
6,015	0,00049409	0,00062695
5,985	0,00021269	0,00000409
5,955	0,00037088	0,00031739
5,925	0,00034829	0,00029392
5,895	0,00005671	0,00005744
5,865	0,00017313	0,00000946
5,835	0,00040384	0,00004413
5,805	0,0018502	0,00403195
5,775	0,00017559	0,00000118
5,745	0,00013129	0,00000081
5,715	0,00013112	0,00001868
5,685	0,00017876	0
5,655	0,00056762	0,00000764
5,625	0,0005831	0,00006112
5,595	0,00002998	0,00000026
5,565	0,00021376	0,0000988
5,535	0,00084467	0,0002106
5,505	0,00073869	0,00052675
5,475	0,00071133	0,00019597
5,445	0,01385956	0,0077854
5,415	0,00046635	0,00020958
5,385	0,00047261	0,00028638
5,355	0,00099766	0,00028017
5,325	0,00064027	0,00029392
5,295	0,00058845	0,00028523
5,265	0,00080296	0,00038931
5,235	0,00398193	0,00673046
5,205	0,00056089	0,0003475
5,175	0,00103035	0,00036434
5,145	0,0004449	0,00052624
5,115	0,00119722	0,00029286
5,085	0	0
5,055	0	0
5,025	0	0
4,995	0	0
4,965	0	0
4,935	0	0
4,905	0	0
4,875	0	0
4,845	0	0
4,815	0	0
4,785	0	0
4,755	0	0
4,725	0	0
4,695	0,00017748	0,00027507
4,665	0,00008509	0,00004981
4,635	0,00001441	0,00003018
4,605	0,00044451	0,00030608
4,575	0,00045369	0,00023438
4,545	0	0,00001604
4,515	0,00000097	0,00028147
4,485	0,00000498	0,00000424
4,455	0,00005163	0,00003437
4,425	0	0
4,395	0,00360494	0,00399489
4,365	0,00004828	0,0001459
4,335	0,00000179	0,00006481
4,305	0,00001964	0,00005471
4,275	0,00030302	0,00025615
4,245	0,00629107	0,00512146
4,215	0,00184155	0,00239055
4,185	0,00022748	0,00034255
4,155	0,0009311	0,00128583
4,125	0,00463471	0,00443651
4,095	0,0006886	0,00088379
4,065	0,00020644	0,0004065
4,035	0,00195225	0,00352908
4,005	0,00086455	0,00158451
3,975	0,00057996	0,00129094
3,945	0,00078818	0,00129782
3,915	0,00120814	0,00157082
3,885	0,02289156	0,02315417
3,855	0,00644291	0,00529334
3,825	0,00445547	0,00337838
3,795	0,01377365	0,00374082
3,765	0,00391224	0,00576675
3,735	0,00405773	0,00474431
3,705	0,00157487	0,00115103
3,675	0,0941474	0,08970954
3,645	0,02559658	0,02665404
3,615	0,00073213	0,002714
3,585	0,00294178	0,00382462
3,555	0,0024457	0,0024767
3,525	0,00154715	0,00168234
3,495	0,00094596	0,00109143
3,465	0,00116079	0,00147387
3,435	0,00324969	0,00335513
3,405	0,00479284	0,00433313
3,375	0,19687841	0,22018793
3,345	0,00773062	0,01220238
3,315	0,00008447	0,0007112
3,285	0,0012134	0,00183691
3,255	0,00033237	0,00052629
3,225	0,00021512	0,00089023
3,195	0,01642653	0,01634595
3,165	0,00468189	0,00491383
3,135	0,00166367	0,0027255
3,105	0,00012073	0,00006367
3,075	0,0001617	0,00004433
3,045	0,00020911	0,00010613
3,015	0,00269523	0,00174252
2,985	0,00319712	0,00257661
2,955	0,00011199	0,00008577
2,925	0,00016296	0,00014274
2,895	0,00566089	0,00602262
2,865	0,00089567	0,00117936
2,835	0,00023911	0,00003601
2,805	0,00348692	0,00279453
2,775	0,00222347	0,00195161
2,745	0,00055035	0,00021801
2,715	0,0056191	0,00500521
2,685	0,01350834	0,01184509
2,655	0,00330379	0,00317035
2,625	0,00038018	0,00037356
2,595	0,0016101	0,00155637
2,565	0,03513186	0,03595233
2,535	0,0019862	0,00255105
2,505	0,03924882	0,03909437
2,475	0,00982477	0,00832519
2,445	0,00712295	0,00552179
2,415	0,00058525	0,00076113
2,385	0,00085082	0,00047629
2,355	0,000545	0,00069152
2,325	0,00072386	0,00058774
2,295	0,00270226	0,00204631
2,265	0,00099763	0,0010329
2,235	0,0036559	0,00394927
2,205	0,00468962	0,00124268
2,175	0,00732679	0,00353456
2,145	0,00370783	0,00381371
2,115	0,00230079	0,00196507
2,085	0,00276556	0,00365998
2,055	0,00798959	0,00913144
2,025	0,02277987	0,02272824
1,995	0,00539025	0,00278983
1,965	0,00112769	0,00058815
1,935	0,5278446	0,00253811
1,905	0,00770585	0,00071809
1,875	0,00240602	0,00296185
1,845	0,00370553	0,00086507
1,815	0,0006058	0,00026139
1,785	0,00066126	0,0002538
1,755	0,0004752	0,00013796
1,725	0,00062074	0,00024252
1,695	0,00027271	0,00035104
1,665	0,0002354	0,00026533
1,635	0,00173506	0,00048934
1,605	0,00132914	0,00051726
1,575	0,00132295	0,00126159
1,545	0,0026041	0,00209516
1,515	0,00150735	0,00034538
1,485	0,00092634	0,00026301
1,455	0,00154559	0,000949
1,425	0,00074551	0,00029784
1,395	0,00218155	0,00144541
1,365	0,00125068	0,00097421
1,335	0,00154299	0,0015919
1,305	0,00123043	0,00112957
1,275	0,00152982	0,00082048
1,245	0,03646852	0,00298162
1,215	0,03732645	0,00428127
1,185	0,18359514	0,17566697
1,155	0,00619075	0,00123132
1,125	0,00113517	0,00068496
1,095	0,00169506	0,00112407
1,065	0,01206613	0,00147997
1,035	0,00049834	0,00017849
1,005	0,00095937	0,00060035
0,975	0,00087402	0,00063076
0,945	0,00429541	0,0022715
0,915	0,00919733	0,00485502
0,885	0,00631212	0,00491365
0,855	0,00146303	0,00144051
0,825	0,0002561	0,00007949
0,795	0,00026968	0,00016316
0,765	0,00025636	0,00017984
0,735	0,0017308	0,00145398
0,705	0,00015967	0,00005933
0,675	0,00021516	0,00006012
0,645	0,00016757	0,00011018
0,615	0,00015339	0,0001032
0,585	0,00019311	0,00002432
0,555	0,00021193	0,00003231
0,525	0,00015991	0,000041
0,495	0,0002114	0,00004467
0,465	0,00012726	0,00018133
0,435	0,0002063	0,00009205
0,405	0,00010262	0,0000555
